,barometric_pressure,humidity,temperature,wind_direction,wind_speed,solar_radiation
30860,30.22,101.0,48.0,322.37,12.37,35.48
30861,30.21,101.0,49.0,323.94,6.75,44.62
30862,30.21,102.0,49.0,326.21,10.12,45.11
30863,30.21,102.0,49.0,319.45,7.87,60.1
30864,30.21,101.0,49.0,302.18,10.12,57.38
30865,30.21,101.0,49.0,322.23,10.12,42.8
30866,30.22,101.0,49.0,322.32,10.12,38.88
30867,30.21,101.0,49.0,295.39,9.0,48.69
30868,30.22,101.0,49.0,323.71,10.12,65.84
30869,30.22,101.0,49.0,312.47,10.12,48.3
30870,30.22,101.0,49.0,301.83,11.25,37.08
30871,30.21,101.0,49.0,319.98,9.0,52.33
30872,30.21,101.0,49.0,309.97,11.25,37.96
30873,30.21,101.0,49.0,316.15,11.25,77.11
30874,30.21,101.0,49.0,343.9,7.87,83.79
30875,30.21,101.0,49.0,323.67,9.0,79.07
30876,30.21,101.0,49.0,312.45,6.75,106.81
30877,30.21,101.0,49.0,327.66,10.12,122.86
30878,30.21,101.0,49.0,309.29,10.12,131.57
30879,30.21,101.0,49.0,304.53,11.25,105.55
30880,30.21,101.0,49.0,313.62,7.87,119.9
30881,30.2,101.0,49.0,324.92,12.37,109.96
30882,30.21,100.0,49.0,324.29,9.0,110.69
30883,30.2,100.0,49.0,320.12,11.25,89.88
30884,30.21,100.0,49.0,328.38,12.37,124.87
30885,30.21,100.0,49.0,325.03,11.25,129.04
30886,30.21,100.0,49.0,290.24,15.75,172.91
30887,30.21,100.0,48.0,300.51,7.87,173.39
30888,30.21,99.0,48.0,305.3,10.12,132.14
30889,30.21,99.0,49.0,304.35,9.0,118.25
30890,30.22,99.0,49.0,311.66,6.75,95.0
30891,30.22,98.0,49.0,307.99,11.25,123.17
30892,30.22,98.0,49.0,308.3,13.5,146.09
30893,30.22,98.0,49.0,292.3,15.75,318.1
30894,30.22,99.0,49.0,309.15,9.0,161.46
30895,30.22,98.0,49.0,302.72,13.5,97.49
30896,30.23,98.0,49.0,308.43,16.87,122.96
30897,30.23,97.0,50.0,305.24,7.87,89.5
30898,30.23,96.0,50.0,315.54,13.5,136.8
30899,30.23,95.0,51.0,309.46,14.62,110.64
30900,30.23,92.0,51.0,306.69,12.37,180.34
30901,30.23,90.0,52.0,305.37,11.25,379.86
30902,30.24,88.0,53.0,270.62,13.5,449.7
30903,30.24,88.0,53.0,313.19,13.5,796.01
30904,30.24,88.0,53.0,298.26,13.5,768.65
30905,30.24,86.0,53.0,311.69,12.935,629.355
30906,30.24,87.0,53.0,325.12,12.37,490.06
30907,30.24,89.0,53.0,271.47,11.25,898.2
30908,30.24,90.0,53.0,296.21,13.5,923.21
30909,30.24,92.0,52.0,311.2,11.25,537.84
30910,30.25,91.0,51.0,297.36,11.25,277.13
30911,30.25,90.0,52.0,298.87,14.62,387.36
30912,30.25,90.0,52.0,265.38,13.5,1213.55
30913,30.25,89.0,52.0,273.43,15.75,1091.83
30914,30.25,92.0,52.0,267.13,19.12,1009.44
30915,30.25,93.0,50.0,287.3,16.87,759.24
30916,30.26,94.0,50.0,288.56,14.62,418.15
30917,30.26,95.0,50.0,318.54,13.5,326.61
30918,30.26,96.0,49.0,309.92,15.75,209.43
30919,30.26,96.0,49.0,308.52,13.5,184.15
30920,30.26,95.5,49.0,315.415,13.5,179.645
30921,30.27,95.0,49.0,322.31,13.5,175.14
30922,30.27,93.0,50.0,311.18,12.37,102.06
30923,30.27,93.0,50.0,332.92,11.25,189.1
30924,30.27,92.0,51.0,314.7,15.75,197.43
30925,30.27,92.0,51.0,312.09,12.37,542.68
30926,30.27,91.0,51.0,309.04,11.25,665.73
30927,30.27,92.0,51.0,306.79,12.37,708.76
30928,30.27,92.0,51.0,331.83,10.12,694.93
30929,30.28,90.0,52.0,312.57,9.0,621.52
30930,30.28,88.0,53.0,321.19,11.25,896.64
30931,30.28,83.0,53.0,292.19,6.75,1004.2
30932,30.28,84.0,52.0,252.41,12.37,576.14
30933,30.28,86.5,51.5,255.775,10.685,486.79
30934,30.28,89.0,51.0,259.14,9.0,397.44
30935,30.28,92.0,50.0,274.36,14.62,807.01
30936,30.28,93.0,49.0,253.45,14.62,819.08
30937,30.29,94.0,49.0,279.92,6.75,844.69
30938,30.29,96.0,48.0,290.03,12.37,591.17
30939,30.29,97.0,47.0,274.58,12.37,413.18
30940,30.29,98.0,47.0,281.42,12.37,421.62
30941,30.29,98.0,46.0,313.27,6.75,204.24
30942,30.29,97.0,46.0,321.12,12.37,192.3
30943,30.29,96.0,47.0,329.23,10.12,95.34
30944,30.29,94.0,47.0,327.12,14.62,106.57
30945,30.28,93.0,48.0,296.48,14.62,274.76
30946,30.29,91.0,48.0,314.98,16.87,402.48
30947,30.28,89.0,49.0,299.75,19.12,601.08
30948,30.28,86.0,49.0,305.23,11.25,546.73
30949,30.27,83.0,49.0,304.67,14.62,529.44
30950,30.27,83.0,49.0,266.76,10.12,512.52
30951,30.27,83.0,49.0,302.21,14.62,497.99
30952,30.27,83.0,48.0,281.2,11.25,481.31
30953,30.27,82.0,48.0,260.17,22.5,464.99
30954,30.27,85.0,47.0,251.34,18.0,446.36
30955,30.27,87.0,47.0,261.03,16.87,431.37
30956,30.27,92.0,45.0,253.2,24.75,411.78
30957,30.27,96.0,45.0,282.66,18.0,391.09
30958,30.27,97.0,44.0,268.26,21.37,367.78
30959,30.27,98.0,44.0,265.33,13.5,347.83
30960,30.27,99.0,43.0,281.76,14.62,329.78
30961,30.27,99.0,43.0,266.43,10.12,309.45
30962,30.28,99.0,42.0,284.84,12.37,102.99
30963,30.27,98.0,42.0,274.62,21.37,103.54
30964,30.27,96.0,42.0,270.1,15.75,121.1
30965,30.27,92.0,42.0,306.05,13.5,66.18
30966,30.27,90.0,43.0,269.03,11.25,40.56
30967,30.26,85.0,43.0,283.26,23.62,25.94
30968,30.26,78.0,43.0,266.16,16.87,23.08
30969,30.25,76.0,42.0,261.71,20.25,22.64
30970,30.25,73.0,41.0,284.08,10.12,24.35
30971,30.24,91.0,41.0,247.26,20.25,26.75
30972,30.25,93.0,41.0,273.21,18.0,25.64
30973,30.25,84.0,41.0,258.91,20.25,22.81
30974,30.25,79.0,41.0,269.44,14.62,20.21
30975,30.25,77.0,42.0,291.64,19.12,16.54
30976,30.25,68.0,42.0,286.32,15.75,12.5
30977,30.25,83.0,39.0,278.82,18.0,9.89
30978,30.24,87.0,39.0,264.21,12.37,7.68
30979,30.24,92.0,38.0,253.08,16.87,5.17
30980,30.25,95.0,38.0,239.63,14.62,3.27
30981,30.25,95.0,38.0,233.89,14.62,1.71
30982,30.26,95.0,38.0,243.94,11.25,1.3
30983,30.25,99.0,37.0,244.05,11.25,1.28
30984,30.25,100.0,37.0,273.03,6.75,1.29
30985,30.25,100.0,37.0,238.91,18.0,1.31
30986,30.26,100.0,37.0,252.64,11.25,1.26
30987,30.26,100.0,36.0,248.34,10.12,1.28
30988,30.26,99.0,36.0,287.02,10.12,1.26
30989,30.26,99.0,36.0,274.16,11.25,1.26
30990,30.26,99.0,35.0,233.45,13.5,1.27
30991,30.25,98.0,35.0,237.71,11.25,1.23
30992,30.25,97.0,35.0,242.64,10.12,1.28
30993,30.25,96.0,34.0,250.52,3.37,1.21
30994,30.24,95.0,35.0,263.46,3.37,1.29
30995,30.24,94.0,35.0,192.22,3.37,1.27
30996,30.24,94.0,36.0,286.45,3.37,1.27
30997,30.24,92.0,37.0,250.59,2.25,1.29
30998,30.25,86.0,38.0,288.85,9.0,1.25
30999,30.25,48.0,40.0,253.0,3.37,1.3
31000,30.24,57.0,38.0,201.13,7.87,1.31
31001,30.24,68.0,37.0,187.79,14.62,1.31
31002,30.24,83.0,36.0,196.45,13.5,1.28
31003,30.25,93.0,37.0,247.96,10.12,1.27
31004,30.25,91.0,38.0,237.17,9.0,1.29
31005,30.25,84.0,38.0,272.86,10.12,1.27
31006,30.25,77.0,39.0,246.01,5.62,1.3
31007,30.24,74.0,39.0,268.33,3.37,1.29
31008,30.24,64.0,38.0,249.1,2.25,1.27
31009,30.24,66.0,38.0,200.83,4.5,1.32
31010,30.24,71.0,38.0,221.22,7.87,1.27
31011,30.24,72.0,38.0,225.87,5.62,1.29
31012,30.24,74.0,39.0,228.94,9.0,1.28
31013,30.25,71.0,39.0,241.79,11.25,1.33
31014,30.25,64.0,40.0,249.8,9.0,1.31
31015,30.24,58.0,40.0,270.92,9.0,1.3
31016,30.24,63.0,39.0,250.1,3.37,1.3
31017,30.24,55.0,38.0,215.18,5.62,1.32
31018,30.24,57.0,38.0,191.72,7.87,1.3
31019,30.24,61.0,37.0,213.31,6.75,1.28
31020,30.25,62.0,37.0,227.51,5.62,1.3
31021,30.24,64.0,36.0,208.81,5.62,1.29
31022,30.24,64.0,37.0,202.69,5.62,1.3
31023,30.25,65.0,38.0,206.36,3.37,1.29
31024,30.24,66.0,38.0,246.25,3.37,1.31
31025,30.25,64.0,38.0,282.74,2.25,1.28
31026,30.25,70.0,38.0,263.04,2.25,1.3
31027,30.25,71.0,38.0,326.49,1.12,1.3
31028,30.25,67.0,38.0,327.62,2.25,1.28
31029,30.25,60.0,37.0,224.25,1.12,1.29
31030,30.25,62.0,38.0,224.53,3.37,1.28
31031,30.25,66.0,38.0,222.05,3.37,1.3
31032,30.25,64.0,38.0,294.88,2.25,1.31
31033,30.25,59.0,38.0,196.85,6.75,1.3
31034,30.25,62.0,38.0,316.95,2.25,1.28
31035,30.25,62.0,38.0,212.06,3.37,1.31
31036,30.25,63.0,38.0,251.62,2.25,1.31
31037,30.26,65.0,37.0,246.99,2.25,1.29
31038,30.25,69.0,36.0,221.86,3.37,1.31
31039,30.25,71.0,37.0,197.17,9.0,1.27
31040,30.26,71.0,37.0,287.98,4.5,1.31
31041,30.26,74.0,38.0,287.98,2.25,1.28
31042,30.26,76.0,38.0,313.81,1.12,1.28
31043,30.26,73.0,39.0,313.82,1.12,1.31
31044,30.26,60.0,38.0,295.34,2.25,1.3
31045,30.26,64.0,38.0,295.38,2.25,1.29
31046,30.25,66.0,37.0,199.39,9.0,1.32
31047,30.26,70.0,37.0,207.43,5.62,1.27
31048,30.26,75.0,37.0,222.94,4.5,1.3
31049,30.27,79.0,37.0,262.16,3.37,1.31
31050,30.27,83.0,37.0,248.43,3.37,1.32
31051,30.27,83.0,38.0,245.45,3.37,1.27
31052,30.27,79.0,40.0,262.31,3.37,1.28
31053,30.27,60.0,41.0,264.97,4.5,1.3
31054,30.26,53.0,41.0,185.64,5.62,1.3
31055,30.26,54.0,42.0,187.39,9.0,1.31
31056,30.26,50.0,42.0,190.81,5.62,1.3
31057,30.26,46.0,42.0,194.07,5.62,1.32
31058,30.26,45.0,42.0,200.96,6.75,1.33
31059,30.26,48.0,41.0,197.93,7.87,1.34
31060,30.26,51.0,41.0,196.93,12.37,1.3
31061,30.26,50.0,41.0,192.01,10.12,1.3
31062,30.27,49.0,41.0,194.33,9.0,1.3
31063,30.27,50.0,40.0,188.51,10.12,1.33
31064,30.27,50.0,40.0,191.19,10.12,1.31
31065,30.27,49.0,41.0,212.96,7.87,1.3
31066,30.28,47.0,41.0,202.83,9.0,1.32
31067,30.28,47.0,40.0,209.37,6.75,1.29
31068,30.28,49.0,41.0,199.99,9.0,1.31
31069,30.28,47.0,41.0,207.11,7.87,1.3
31070,30.28,49.0,41.0,206.08,7.87,1.3
31071,30.28,49.0,41.0,208.23,10.12,1.3
31072,30.28,47.0,41.0,200.08,9.0,1.31
31073,30.28,44.0,41.0,201.92,9.0,1.32
31074,30.28,46.0,41.0,208.3,11.25,1.31
31075,30.28,49.0,41.0,205.84,9.0,1.29
31076,30.28,49.0,42.0,202.84,11.25,1.3
31077,30.29,47.0,42.0,202.6,10.12,1.31
31078,30.29,46.0,42.0,204.12,11.25,1.31
31079,30.29,45.0,42.0,195.27,9.0,1.31
31080,30.29,42.0,43.0,196.93,11.25,1.3
31081,30.29,42.0,43.0,211.64,10.12,1.29
31082,30.29,40.0,43.0,193.77,10.12,1.3
31083,30.29,42.0,43.0,191.82,9.0,1.29
31084,30.29,40.0,44.0,195.29,7.87,1.3
31085,30.29,39.0,44.0,192.79,11.25,1.29
31086,30.3,37.0,44.0,203.02,6.75,1.31
31087,30.29,37.0,45.0,208.37,7.87,1.31
31088,30.29,35.0,46.0,222.16,10.12,1.31
31089,30.29,34.0,46.0,226.92,6.75,1.32
31090,30.29,33.0,46.0,227.66,7.87,1.27
31091,30.29,33.0,46.0,226.88,9.0,1.3
31092,30.29,35.0,45.0,224.73,7.87,1.31
31093,30.29,36.0,43.0,221.81,6.75,1.29
31094,30.29,44.0,42.0,190.76,11.25,1.25
31095,30.29,51.0,42.0,207.64,7.87,1.28
31096,30.29,50.0,43.0,202.12,10.12,1.3
31097,30.29,46.0,44.0,205.99,6.75,1.3
31098,30.29,44.0,44.0,223.26,6.75,1.28
31099,30.29,44.0,45.0,227.44,9.0,1.27
31100,30.28,44.0,44.0,236.58,7.87,1.28
31101,30.28,46.0,44.0,229.5,6.75,1.29
31102,30.28,43.0,44.0,229.32,10.12,1.32
31103,30.28,44.0,44.0,227.16,9.0,1.28
31104,30.28,48.0,43.0,226.37,7.87,1.34
31105,30.28,51.0,42.0,235.63,5.62,1.3
31106,30.28,53.0,42.0,211.54,6.75,1.31
31107,30.28,53.0,43.0,212.52,7.87,1.28
31108,30.28,54.0,43.0,215.46,6.75,1.31
31109,30.29,55.0,43.0,217.09,6.75,1.28
31110,30.29,55.0,43.0,221.31,5.62,1.29
31111,30.28,54.0,43.0,230.12,7.87,1.29
31112,30.28,56.0,43.0,217.22,6.75,1.29
31113,30.28,56.0,44.0,222.27,5.62,1.29
31114,30.28,56.0,44.0,203.73,6.75,1.28
31115,30.28,54.0,45.0,218.11,5.62,1.29
31116,30.28,54.0,45.0,231.81,7.87,1.3
31117,30.28,53.0,46.0,229.23,9.0,1.31
31118,30.27,52.0,46.0,220.03,7.87,1.28
31119,30.27,52.0,46.0,221.52,6.75,1.29
31120,30.27,54.0,45.0,231.13,10.12,1.27
31121,30.27,60.0,45.0,218.99,7.87,1.28
31122,30.27,61.0,45.0,220.1,9.0,1.31
31123,30.27,63.0,46.0,216.05,7.87,1.3
31124,30.27,59.0,46.0,214.15,5.62,1.31
31125,30.27,56.0,47.0,215.01,6.75,1.28
31126,30.27,54.0,47.0,231.71,6.75,1.26
31127,30.27,54.0,47.0,237.81,7.87,1.27
31128,30.26,56.0,47.0,241.29,6.75,1.27
31129,30.26,63.0,47.0,235.46,7.87,1.32
31130,30.27,70.0,47.0,229.1,4.5,1.3
31131,30.27,71.0,48.0,233.94,5.62,1.3
31132,30.27,69.0,48.0,239.64,5.62,1.5
31133,30.26,70.0,48.0,239.8,5.62,2.65
31134,30.26,72.0,49.0,247.5,5.62,4.71
31135,30.26,84.0,49.0,251.6,4.5,6.71
31136,30.26,93.0,49.0,246.82,5.62,8.79
31137,30.26,95.0,49.0,256.66,5.62,10.94
31138,30.26,96.0,49.0,262.37,4.5,13.05
31139,30.26,95.0,49.0,270.96,5.62,27.57
31140,30.26,95.0,49.0,267.9,6.75,36.99
31141,30.26,94.0,49.0,267.81,7.87,53.88
31142,30.26,93.0,50.0,272.7,5.62,42.63
31143,30.26,93.0,50.0,285.98,9.0,89.45
31144,30.26,93.0,50.0,308.85,10.12,118.03
31145,30.26,93.0,50.0,295.91,7.87,135.43
31146,30.26,92.0,51.0,292.32,7.87,168.66
31147,30.26,91.0,51.0,276.46,9.0,195.89
31148,30.26,92.0,51.0,309.12,7.87,275.74
31149,30.26,90.0,51.0,303.56,9.0,91.78
31150,30.26,90.0,52.0,314.48,9.0,294.54
31151,30.26,90.0,52.0,309.6,6.75,312.11
31152,30.26,91.0,52.0,319.36,6.75,355.32
31153,30.26,89.0,52.0,319.11,10.12,137.03
31154,30.26,89.0,53.0,324.83,10.12,358.49
31155,30.26,87.0,53.0,320.21,13.5,373.35
31156,30.25,82.0,53.0,322.16,6.75,395.66
31157,30.26,78.0,54.0,295.39,6.75,413.46
31158,30.25,81.0,54.0,285.98,11.25,435.98
31159,30.25,84.0,53.0,313.91,6.75,448.73
31160,30.25,81.0,53.0,263.7,10.12,469.48
31161,30.25,84.0,53.0,293.35,10.12,491.17
31162,30.25,86.0,54.0,323.01,10.12,344.15
31163,30.25,85.0,54.0,312.29,9.0,277.88
31164,30.25,84.0,54.0,311.08,13.5,539.97
31165,30.25,83.0,54.0,306.12,14.62,552.85
31166,30.26,82.0,54.0,318.91,13.5,574.27
31167,30.26,78.0,54.0,293.79,13.5,583.23
31168,30.26,81.0,54.0,328.16,11.25,539.2
31169,30.26,78.0,54.0,289.0,12.37,628.13
31170,30.26,76.0,54.0,309.84,7.87,628.24
31171,30.26,79.0,55.0,303.03,12.37,652.98
31172,30.26,76.0,54.0,276.54,10.12,656.92
31173,30.26,77.0,55.0,304.89,12.37,670.87
31174,30.25,70.0,55.0,306.76,11.25,696.17
31175,30.25,70.0,55.0,306.76,11.25,696.17
31176,30.26,72.0,55.0,310.89,14.62,709.59
31177,30.26,71.0,55.0,314.11,9.0,721.44
31178,30.26,73.0,55.0,301.2,9.0,729.65
31179,30.26,74.0,55.0,312.77,11.25,743.69
31180,30.26,65.0,55.0,294.49,10.12,751.52
31181,30.26,68.0,55.0,295.53,12.37,762.72
31182,30.26,70.0,55.0,304.21,14.62,771.97
31183,30.26,71.0,55.0,319.89,14.62,778.77
31184,30.26,61.0,55.0,295.09,7.87,792.16
31185,30.27,66.0,55.0,312.71,15.75,801.01
31186,30.26,68.0,55.0,292.25,10.12,807.82
31187,30.27,69.0,55.0,317.76,12.37,818.82
31188,30.27,56.0,55.0,281.1,11.25,827.13
31189,30.27,70.0,55.0,306.91,11.25,827.27
31190,30.27,65.0,55.0,312.44,11.25,834.11
31191,30.27,65.0,54.0,329.92,10.12,838.35
31192,30.28,71.0,54.0,300.67,13.5,836.28
31193,30.28,73.0,54.0,323.37,10.12,848.61
31194,30.28,75.0,54.0,319.47,9.0,847.04
31195,30.28,76.0,54.0,306.27,14.62,847.96
31196,30.28,73.0,54.0,328.06,13.5,855.6
31197,30.29,75.0,54.0,336.82,12.37,855.01
31198,30.29,74.0,54.0,286.53,11.25,854.81
31199,30.29,74.0,53.0,317.65,12.37,860.41
31200,30.29,76.0,53.0,307.63,12.37,858.72
31201,30.29,77.0,53.0,298.3,11.25,858.68
31202,30.29,76.0,53.0,306.71,10.12,863.09
31203,30.29,74.0,53.0,291.87,10.12,858.24
31204,30.29,76.0,52.0,300.18,12.37,857.27
31205,30.3,76.0,52.0,307.16,9.0,852.67
31206,30.3,75.0,52.0,309.81,9.0,852.77
31207,30.3,77.0,52.0,306.38,11.25,847.81
31208,30.3,80.0,51.0,316.95,7.87,843.2
31209,30.3,78.0,51.0,309.22,5.62,841.57
31210,30.3,79.0,51.0,321.07,7.87,836.56
31211,30.3,78.0,51.0,321.17,9.0,833.58
31212,30.3,79.0,51.0,329.08,7.87,826.84
31213,30.31,78.0,51.0,326.28,10.12,822.55
31214,30.31,80.0,51.0,312.37,5.62,816.7
31215,30.31,79.0,50.0,316.35,7.87,809.15
31216,30.31,79.0,50.0,291.74,9.0,802.3
31217,30.31,79.0,50.0,275.4,6.75,794.22
31218,30.31,77.0,50.0,289.6,5.62,786.5
31219,30.31,76.0,50.0,290.31,7.87,776.43
31220,30.32,76.0,49.0,304.44,4.5,766.81
31221,30.32,75.0,49.0,303.09,7.87,756.39
31222,30.32,74.0,49.0,317.61,7.87,745.57
31223,30.32,72.0,49.0,290.69,10.12,735.33
31224,30.32,70.0,48.0,290.29,6.75,726.03
31225,30.32,70.0,48.0,274.26,9.0,712.51
31226,30.32,70.0,48.0,278.46,5.62,701.74
31227,30.32,69.0,47.0,294.77,5.62,689.45
31228,30.32,69.0,47.0,303.42,9.0,676.67
31229,30.32,67.0,48.0,313.95,5.62,664.78
31230,30.32,65.0,48.0,322.81,5.62,650.92
31231,30.32,63.0,49.0,326.51,5.62,637.24
31232,30.32,59.0,48.0,300.26,3.37,622.14
31233,30.32,60.0,48.0,291.59,4.5,606.9
31234,30.32,60.0,47.0,291.61,2.25,591.31
31235,30.32,60.0,47.0,292.51,3.37,576.27
31236,30.32,57.0,46.0,290.54,4.5,560.04
31237,30.32,59.0,46.0,282.03,2.25,543.76
31238,30.32,59.0,46.0,281.43,3.37,527.57
31239,30.32,58.0,46.0,281.29,3.37,509.44
31240,30.32,58.0,45.0,279.8,4.5,491.62
31241,30.32,57.0,45.0,274.19,4.5,474.86
31242,30.32,56.0,45.0,263.43,5.62,457.67
31243,30.32,53.0,45.0,286.37,7.87,439.82
31244,30.31,51.0,45.0,288.68,4.5,421.46
31245,30.31,52.0,45.0,280.66,3.37,402.66
31246,30.31,50.0,45.0,265.66,3.37,384.04
31247,30.31,49.0,44.0,250.47,4.5,365.35
31248,30.31,51.0,43.0,247.74,4.5,343.71
31249,30.31,52.0,42.0,245.45,5.62,320.24
31250,30.31,52.0,41.0,240.51,3.37,295.36
31251,30.31,55.0,40.0,242.28,5.62,270.02
31252,30.3,57.0,39.0,233.89,3.37,243.64
31253,30.3,58.0,38.0,223.55,4.5,25.47
31254,30.3,59.0,39.0,217.24,5.62,21.96
31255,30.3,56.0,39.0,223.46,4.5,21.36
31256,30.3,56.0,39.0,237.79,5.62,20.73
31257,30.3,57.0,39.0,231.63,6.75,19.93
31258,30.3,57.0,39.0,227.47,6.75,19.24
31259,30.3,56.0,38.0,235.39,9.0,18.24
31260,30.3,58.0,38.0,228.72,5.62,17.25
31261,30.29,57.0,38.0,228.44,6.75,15.94
31262,30.29,58.0,38.0,225.11,4.5,14.58
31263,30.29,58.0,38.0,216.1,5.62,13.0
31264,30.29,56.0,38.0,225.23,6.75,11.27
31265,30.29,54.0,38.0,223.93,4.5,9.21
31266,30.29,53.0,39.0,226.56,3.37,7.1
31267,30.29,52.0,39.0,207.14,5.62,5.01
31268,30.29,54.0,40.0,214.1,4.5,3.03
31269,30.29,54.0,40.0,214.32,5.62,1.76
31270,30.28,49.0,40.0,235.78,5.62,1.28
31271,30.28,50.0,40.0,221.11,5.62,1.27
31272,30.28,53.0,40.0,214.27,6.75,1.24
31273,30.28,53.0,41.0,219.02,4.5,1.24
31274,30.28,51.0,40.0,225.66,7.87,1.28
31275,30.28,52.0,39.0,250.36,4.5,1.25
31276,30.28,59.0,38.0,217.49,6.75,1.24
31277,30.28,61.0,38.0,213.91,6.75,1.26
31278,30.28,61.0,38.0,218.68,5.62,1.25
31279,30.28,60.0,39.0,208.4,6.75,1.23
31280,30.27,56.0,39.0,220.69,6.75,1.26
31281,30.27,58.0,38.0,222.24,7.87,1.27
31282,30.27,56.0,39.0,220.82,6.75,1.26
31283,30.27,56.0,39.0,222.41,6.75,1.27
31284,30.27,56.0,39.0,218.37,6.75,1.23
31285,30.27,54.0,40.0,224.8,2.25,1.23
31286,30.27,54.0,41.0,224.79,5.62,1.25
31287,30.27,52.0,42.0,220.42,4.5,1.24
31288,30.27,49.0,42.0,291.63,4.5,1.25
31289,30.26,46.0,43.0,243.8,2.25,1.25
31290,30.26,43.0,42.0,253.02,5.62,1.29
31291,30.26,47.0,41.0,219.19,5.62,1.26
31292,30.26,53.0,40.0,217.72,6.75,1.26
31293,30.26,56.0,39.0,222.43,5.62,1.25
31294,30.26,59.0,39.0,217.55,7.87,1.26
31295,30.26,58.0,39.0,219.16,7.87,1.25
31296,30.26,59.0,39.0,215.24,6.75,1.23
31297,30.26,59.0,39.0,215.24,6.75,1.23
31298,30.26,58.0,39.0,222.77,6.75,1.25
31299,30.26,57.0,39.0,224.42,6.75,1.26
31300,30.26,56.0,40.0,221.42,6.75,1.26
31301,30.26,55.0,40.0,233.04,4.5,1.24
31302,30.26,54.0,41.0,228.04,5.62,1.24
31303,30.26,53.0,42.0,233.27,4.5,1.25
31304,30.26,48.0,42.0,264.1,2.25,1.29
31305,30.26,47.0,43.0,264.18,3.37,1.28
31306,30.26,45.0,43.0,267.52,3.37,1.27
31307,30.26,46.0,42.0,270.62,4.5,1.25
31308,30.26,52.0,41.0,277.59,3.37,1.3
31309,30.26,58.0,40.0,222.41,1.12,1.25
31310,30.26,57.0,40.0,227.83,2.25,1.25
31311,30.26,58.0,40.0,213.85,7.87,1.23
31312,30.26,60.0,39.0,244.02,5.62,1.26
31313,30.26,63.0,38.0,231.46,5.62,1.25
31314,30.27,66.0,37.0,219.09,6.75,1.22
31315,30.27,67.0,37.0,205.06,5.62,1.22
31316,30.27,66.0,38.0,201.46,6.75,1.25
31317,30.27,63.0,38.0,198.36,6.75,1.28
31318,30.27,71.0,38.0,202.34,6.75,1.26
31319,30.27,70.0,38.0,206.39,6.75,1.22
31320,30.28,68.0,38.0,223.73,4.5,1.24
31321,30.28,65.0,38.0,223.74,5.62,1.27
31322,30.28,63.0,38.0,223.74,2.25,1.23
31323,30.28,63.0,38.0,223.74,3.37,1.24
31324,30.28,62.0,38.0,223.75,4.5,1.26
31325,30.28,62.0,38.0,223.79,4.5,1.25
31326,30.28,64.0,38.0,223.8,4.5,1.27
31327,30.28,64.0,39.0,223.86,3.37,1.24
31328,30.28,64.0,38.0,223.2,4.5,1.26
31329,30.28,66.0,38.0,222.83,5.62,1.26
31330,30.29,67.0,38.0,215.96,5.62,1.25
31331,30.29,67.0,39.0,201.32,6.75,1.29
31332,30.29,64.0,39.0,198.97,6.75,1.25
31333,30.29,63.0,39.0,196.64,7.87,1.26
31334,30.29,63.0,39.0,195.2,7.87,1.25
31335,30.3,64.0,39.0,194.84,6.75,1.27
31336,30.3,65.0,39.0,193.73,6.75,1.25
31337,30.3,66.0,38.0,192.86,6.75,1.21
31338,30.3,65.0,38.0,191.46,7.87,1.25
31339,30.3,67.0,38.0,190.1,5.62,1.24
31340,30.3,67.0,38.0,190.06,6.75,1.24
31341,30.3,70.0,38.0,189.14,6.75,1.26
31342,30.3,71.0,37.0,188.92,6.75,1.23
31343,30.3,73.0,37.0,183.03,6.75,1.17
31344,30.3,77.0,37.0,170.42,5.62,1.27
31345,30.3,83.0,38.0,170.36,4.5,1.22
31346,30.31,86.0,38.0,168.65,3.37,1.25
31347,30.31,86.0,37.0,168.75,5.62,1.28
31348,30.31,84.0,37.0,169.96,5.62,1.23
31349,30.31,81.0,37.0,170.01,3.37,1.25
31350,30.31,83.0,38.0,170.02,3.37,1.24
31351,30.31,88.0,38.0,170.01,3.37,1.24
31352,30.31,89.0,38.0,170.01,3.37,1.23
31353,30.31,86.0,38.0,170.01,3.37,1.23
31354,30.31,81.0,39.0,170.01,3.37,1.21
31355,30.31,83.0,39.0,170.03,4.5,1.22
31356,30.31,88.0,39.0,170.04,3.37,1.23
31357,30.32,90.0,39.0,170.06,2.25,1.27
31358,30.32,96.0,40.0,170.06,3.37,1.23
31359,30.32,99.0,40.0,168.17,5.62,1.24
31360,30.32,100.0,40.0,158.98,5.62,1.23
31361,30.32,100.0,40.0,162.35,3.37,1.23
31362,30.32,99.0,40.0,169.28,5.62,1.22
31363,30.32,99.0,40.0,169.27,4.5,1.25
31364,30.32,99.0,40.0,166.46,5.62,1.26
31365,30.32,99.0,40.0,174.81,5.62,1.25
31366,30.32,98.0,40.0,173.45,6.75,1.25
31367,30.33,97.0,40.0,178.1,3.37,1.22
31368,30.33,96.0,39.0,171.51,6.75,1.24
31369,30.33,96.0,39.0,175.67,5.62,1.25
31370,30.33,95.0,39.0,177.51,4.5,1.24
31371,30.33,93.0,39.0,157.87,5.62,1.22
31372,30.33,92.0,39.0,168.07,4.5,1.21
31373,30.33,92.0,39.0,170.08,5.62,1.24
31374,30.33,92.0,39.0,176.39,5.62,1.24
31375,30.33,92.0,39.0,173.0,4.5,1.23
31376,30.33,93.0,40.0,182.68,5.62,1.23
